pays,annee,PIB
Poland,1986,
Poland,1987,
Poland,1988,
Poland,1989,
Poland,1990,65977749038.43796
Poland,1991,85500935934.99008
Poland,1992,94337050693.27269
Poland,1993,96045645026.17801
Poland,1994,110803391516.6982
Poland,1995,142137319587.62888
Poland,1996,159942880456.95636
Poland,1997,159117799530.38757
Poland,1998,174388271853.59958
Poland,1999,169717677900.73355
Poland,2000,171885598582.6373
Poland,2001,190521263343.02255
Poland,2002,198680637254.90195
Poland,2003,217518642324.50504
Poland,2004,255102252843.3946
Poland,2005,306134635593.7442
Poland,2006,344826430298.14667
Poland,2007,429249647594.60724
Poland,2008,533815789473.68427
Portugal,1970,8109032775.453278
Portugal,1971,9202512367.491167
Portugal,1972,11240223128.243143
Portugal,1973,15092052330.335241
Portugal,1974,17514112075.769535
Portugal,1975,19349512941.17647
Portugal,1976,20334835543.76658
Portugal,1977,21441635411.21006
Portugal,1978,23489924726.27737
Portugal,1979,26625439344.262295
Portugal,1980,32899759311.17341
Portugal,1981,31980423452.76873
Portugal,1982,30530759334.006058
Portugal,1983,27242331885.63156
Portugal,1984,25220451794.029034
Portugal,1985,27118476173.667492
Portugal,1986,38749715721.75312
Portugal,1987,48187667852.568665
Portugal,1988,56352797353.760445
Portugal,1989,60600056659.027245
Portugal,1990,78721607509.49234
Portugal,1991,89242382961.01013
Portugal,1992,107602689040.68904
Portugal,1993,95019103603.042
Portugal,1994,99698453260.86957
Portugal,1995,118133634071.9119
Portugal,1996,122629812841.17494
Portugal,1997,117046198970.84047
Portugal,1998,123981736420.30276
Portugal,1999,127465545493.28787
Portugal,2000,118358489957.61932
Portugal,2001,121545880984.34006
Portugal,2002,134228697534.34972
Portugal,2003,164964195259.5937
Portugal,2004,189187437298.2369
Portugal,2005,197304513120.25867
Portugal,2006,208566948939.90717
Portugal,2007,240169336162.05856
Portugal,2008,262007590449.6851
Romania,1970,
Romania,1971,
Romania,1972,
Romania,1973,
Romania,1974,
Romania,1975,
Romania,1976,
Romania,1977,
Romania,1978,
Romania,1979,
Romania,1980,
Romania,1981,
Romania,1982,
Romania,1983,
Romania,1984,
Romania,1985,
Romania,1986,
Romania,1987,38413636363.63636
Romania,1988,40809523809.52381
Romania,1989,42105263157.89474
Romania,1990,38995454545.454544
Romania,1991,28998684210.526318
Romania,1992,25121666666.666668
Romania,1993,26362894736.842106
Romania,1994,30074440483.383686
Romania,1995,37662075750.12297
Romania,1996,37182938696.07525
Romania,1997,35838588169.64286
Romania,1998,41976002703.920685
Romania,1999,36183003978.34735
Romania,2000,37438527799.53015
Romania,2001,40716836998.03861
Romania,2002,46174557555.58917
Romania,2003,59867801204.81928
Romania,2004,76216441462.1442
Romania,2005,99697566667.81068
Romania,2006,123533036667.85332
Romania,2007,171536685395.5625
Romania,2008,208181626900.63123
Russia,1970,
Russia,1971,
Russia,1972,
Russia,1973,
Russia,1974,
Russia,1975,
Russia,1976,
Russia,1977,
Russia,1978,
Russia,1979,
Russia,1980,
Russia,1981,
Russia,1982,
Russia,1983,
Russia,1984,
Russia,1985,
Russia,1986,
Russia,1987,
Russia,1988,
Russia,1989,506500154001.4662
Russia,1990,516814258695.5684
Russia,1991,517962962962.96295
Russia,1992,460290556900.7264
Russia,1993,435083713850.83716
Russia,1994,395077301248.4637
Russia,1995,395531066563.296
Russia,1996,391719993756.8284
Russia,1997,404926534140.0173
Russia,1998,270953116950.02576
Russia,1999,195905767668.56213
Russia,2000,259708496267.33026
Russia,2001,306602673980.1165
Russia,2002,345110438692.185
Russia,2003,430347770731.7868
Russia,2004,591016690742.7976
Russia,2005,764017107992.3915
Russia,2006,989930542278.6952
Russia,2007,1299705247685.7644
Russia,2008,1660844408499.6113
Serbia,1970,
Serbia,1971,
Serbia,1972,
Serbia,1973,
Serbia,1974,
Serbia,1975,
Serbia,1976,
Serbia,1977,
Serbia,1978,
Serbia,1979,
Serbia,1980,
Serbia,1981,
Serbia,1982,
Serbia,1983,
Serbia,1984,
Serbia,1985,
Serbia,1986,
Serbia,1987,
Serbia,1988,
Serbia,1989,
Serbia,1990,
Serbia,1991,
Serbia,1992,
Serbia,1993,
Serbia,1994,
Serbia,1995,16750000000.0
Serbia,1996,20948677839.851025
Serbia,1997,24147996549.56616
Serbia,1998,18284194680.38442
Serbia,1999,18409364146.979378
Serbia,2000,6540247190.335292
Serbia,2001,12267175481.254211
Serbia,2002,16116843146.480574
Serbia,2003,21188704081.242817
Serbia,2004,24861483280.6339
Serbia,2005,26252007830.46386
Serbia,2006,30607991862.48433
Serbia,2007,40289556656.145485
Serbia,2008,49259526052.74256
Singapore,1970,1919508689.4028487
Singapore,1971,2262544100.352803
Singapore,1972,2719900350.739175
Singapore,1973,3693760000.0
Singapore,1974,5216773825.994955
Singapore,1975,5633386679.798104
Singapore,1976,6326445409.6908865
Singapore,1977,6617532782.904323
Singapore,1978,7515823563.171271
Singapore,1979,9294635004.397537
Singapore,1980,11893405683.803919
Singapore,1981,14171819540.44461
Singapore,1982,16078856439.627022
Singapore,1983,17775280373.831776
Singapore,1984,19735920492.191196
Singapore,1985,19138296376.16614
Singapore,1986,18569292304.895233
Singapore,1987,20897630201.157345
Singapore,1988,25337226970.560303
Singapore,1989,30423573842.178497
Singapore,1990,36152027893.144646
Singapore,1991,45474442836.46889
Singapore,1992,52156414978.51443
Singapore,1993,60644572348.06288
Singapore,1994,73777792326.8299
Singapore,1995,87890009877.24002
Singapore,1996,96403758865.24821
Singapore,1997,100163995150.86208
Singapore,1998,85707636233.26958
Singapore,1999,86283126843.6578
Singapore,2000,95833932714.61717
Singapore,2001,89286208628.67667
Singapore,2002,91941192896.23589
Singapore,2003,97001377568.59142
Singapore,2004,114188557567.15182
Singapore,2005,127417688055.7558
Singapore,2006,147797218201.27133
Singapore,2007,179981288567.4474
Singapore,2008,192225881687.7518
Slovakia,1970,
Slovakia,1971,
Slovakia,1972,
Slovakia,1973,
Slovakia,1974,
Slovakia,1975,
Slovakia,1976,
Slovakia,1977,
Slovakia,1978,
Slovakia,1979,
Slovakia,1980,
Slovakia,1981,
Slovakia,1982,
Slovakia,1983,
Slovakia,1984,
Slovakia,1985,
Slovakia,1986,
Slovakia,1987,
Slovakia,1988,
Slovakia,1989,
Slovakia,1990,12694544692.73743
Slovakia,1991,14213045493.880579
Slovakia,1992,15431288006.210377
Slovakia,1993,16452201100.960413
Slovakia,1994,20079363625.57836
Slovakia,1995,25733043137.2549
Slovakia,1996,27821913814.95564
Slovakia,1997,27660149541.18047
Slovakia,1998,29828899205.72771
Slovakia,1999,30415095887.49201
Slovakia,2000,29114875621.89055
Slovakia,2001,30703017449.664433
Slovakia,2002,35083608130.999435
Slovakia,2003,46731767494.35666
Slovakia,2004,57240535137.81972
Slovakia,2005,62697540106.951866
Slovakia,2006,70596729394.05344
Slovakia,2007,86304245825.34903
Slovakia,2008,100324627215.468
Slovenia,1970,
Slovenia,1971,
Slovenia,1972,
Slovenia,1973,
Slovenia,1974,
Slovenia,1975,
Slovenia,1976,
Slovenia,1977,
Slovenia,1978,
Slovenia,1979,
Slovenia,1980,
Slovenia,1981,
Slovenia,1982,
Slovenia,1983,
Slovenia,1984,
Slovenia,1985,
Slovenia,1986,
Slovenia,1987,
Slovenia,1988,
Slovenia,1989,
Slovenia,1990,
Slovenia,1991,
Slovenia,1992,
Slovenia,1993,
Slovenia,1994,
Slovenia,1995,21273055398.30166
Slovenia,1996,21480023016.99717
Slovenia,1997,20749140606.242496
Slovenia,1998,22125435372.18696
Slovenia,1999,22689994990.112064
Slovenia,2000,20342201356.005165
Slovenia,2001,20875387068.114513
Slovenia,2002,23563576758.10474
Slovenia,2003,29697448108.29573
Slovenia,2004,34470227453.911316
Slovenia,2005,36346974008.20793
Slovenia,2006,39587732028.60368
Slovenia,2007,48114688201.47823
Slovenia,2008,55589849128.460526
South Korea,1970,8999227202.472952
South Korea,1971,9889961111.911278
South Korea,1972,10842220468.833515
South Korea,1973,13841885920.867645
South Korea,1974,19482038222.859543
South Korea,1975,21704752066.115704
South Korea,1976,29779338842.97521
South Korea,1977,38265082644.6281
South Korea,1978,51700619834.71075
South Korea,1979,66567975206.61157
South Korea,1980,64980820835.32259
South Korea,1981,72425590649.45744
South Korea,1982,77773431088.25299
South Korea,1983,87024427972.92943
South Korea,1984,96597434179.50818
South Korea,1985,100273097170.18
South Korea,1986,115537126325.9402
South Korea,1987,146133338196.14136
South Korea,1988,196964195387.37064
South Korea,1989,243526047716.91537
South Korea,1990,279349355713.8013
South Korea,1991,325734233312.8793
South Korea,1992,350051111253.4426
South Korea,1993,386302839273.9233
South Korea,1994,455602962225.40295
South Korea,1995,556130926912.7543
South Korea,1996,598099073901.4233
South Korea,1997,557503074772.1515
South Korea,1998,374241351752.48315
South Korea,1999,485248229336.6532
South Korea,2000,561633125839.9943
South Korea,2001,533052076313.5268
South Korea,2002,609020054512.4652
South Korea,2003,680520724062.4031
South Korea,2004,764880644710.6486
South Korea,2005,898137194716.1881
South Korea,2006,1011797457138.5032
South Korea,2007,1122679154632.4146
South Korea,2008,1002219052967.5375
Spain,1970,40881655098.64511
Spain,1971,46492797365.26946
Spain,1972,58971806626.97386
Spain,1973,78425934894.34608
Spain,1974,97009800115.37352
Spain,1975,114465300289.85509
Spain,1976,118185307386.22234
Spain,1977,132089531434.83023
Spain,1978,160163483072.91666
Spain,1979,214019077342.588
Spain,1980,232134606637.2708
Spain,1981,202257045774.01337
Spain,1982,195464408602.15054
Spain,1983,170486866357.3086
Spain,1984,171635463361.62286
Spain,1985,180302412230.91977
Spain,1986,250638463466.7934
Spain,1987,317882187036.7875
Spain,1988,375138723325.23926
Spain,1989,413630538018.27124
Spain,1990,535101248775.7101
Spain,1991,575598537069.6556
Spain,1992,629202392003.9006
Spain,1993,523649481762.32184
Spain,1994,529121577319.5876
Spain,1995,612939685081.3984
Spain,1996,640998292394.5883
Spain,1997,588692045454.5454
Spain,1998,617041986858.2247
Spain,1999,633194118900.4901
Spain,2000,595402616546.8951
Spain,2001,625975838926.1746
Spain,2002,705145868624.1295
Spain,2003,906853273137.6975
Spain,2004,1069555500372.4857
Spain,2005,1157276458151.9712
Spain,2006,1264551499184.544
Spain,2007,1479341637010.676
Spain,2008,1635015380108.3933
Sri Lanka,1970,2296470588.235294
Sri Lanka,1971,2369308600.3372684
Sri Lanka,1972,2553936348.4087105
Sri Lanka,1973,2875625000.0
Sri Lanka,1974,3574586466.1654134
Sri Lanka,1975,3791298145.506419
Sri Lanka,1976,3591319857.3127227
Sri Lanka,1977,4104509582.8635855
Sri Lanka,1978,2733183856.502242
Sri Lanka,1979,3364611432.24149
Sri Lanka,1980,4024621899.576527
Sri Lanka,1981,4415844155.844156
Sri Lanka,1982,4768765016.818837
Sri Lanka,1983,5167913302.167445
Sri Lanka,1984,6043474842.767295
Sri Lanka,1985,5978460972.0176735
Sri Lanka,1986,6405210563.882941
Sri Lanka,1987,6682167119.565218
Sri Lanka,1988,6978371581.263754
Sri Lanka,1989,6987267683.772539
Sri Lanka,1990,8032551173.240141
Sri Lanka,1991,9000362581.580856
Sri Lanka,1992,9703011635.865847
Sri Lanka,1993,10338679635.76159
Sri Lanka,1994,11717604208.822338
Sri Lanka,1995,13029697560.975609
Sri Lanka,1996,13897738375.248777
Sri Lanka,1997,15091913883.709103
Sri Lanka,1998,15794972847.168344
Sri Lanka,1999,15656327859.569649
Sri Lanka,2000,16330814179.976625
Sri Lanka,2001,15746229581.56187
Sri Lanka,2002,16536535647.083422
Sri Lanka,2003,18881765437.215084
Sri Lanka,2004,20662525941.29855
Sri Lanka,2005,24406252456.514103
Sri Lanka,2006,28279814924.591778
Sri Lanka,2007,32350248410.821606
Sri Lanka,2008,40713812309.73159
Sweden,1970,37555366021.03147
Sweden,1971,40980345656.37254
Sweden,1972,48263914958.84428
Sweden,1973,58567384058.80063
Sweden,1974,65082581294.76956
Sweden,1975,81716751697.8951
Sweden,1976,88102107647.09933
Sweden,1977,93136775102.6419
Sweden,1978,102969762221.9763
Sweden,1979,121646718574.32764
Sweden,1980,140088635568.37527
Sweden,1981,127858412114.38954
Sweden,1982,112767844570.71912
Sweden,1983,103533702638.54652
Sweden,1984,107661673734.85818
Sweden,1985,112514448261.83476
Sweden,1986,148376104539.83942
Sweden,1987,180429286795.78577
Sweden,1988,204068257817.6002
Sweden,1989,214875344909.95673
Sweden,1990,258154283908.90045
Sweden,1991,270362531376.6019
Sweden,1992,280312318915.48474
Sweden,1993,209950792712.69623
Sweden,1994,226079963711.76776
Sweden,1995,264051981551.31564
Sweden,1996,288103936773.03906
Sweden,1997,264477727278.6808
Sweden,1998,266800462898.9044
Sweden,1999,270847937645.23627
Sweden,2000,259802012617.05704
Sweden,2001,239917320966.97678
Sweden,2002,263926220332.54254
Sweden,2003,331108912605.2706
Sweden,2004,381705425301.7458
Sweden,2005,389042298376.845
Sweden,2006,420032121655.6884
Sweden,2007,487816328342.30927
Sweden,2008,513965650650.1191
Switzerland,1970,
Switzerland,1971,
Switzerland,1972,
Switzerland,1973,
Switzerland,1974,
Switzerland,1975,
Switzerland,1976,
Switzerland,1977,
Switzerland,1978,
Switzerland,1979,
Switzerland,1980,119008334606.43314
Switzerland,1981,108993981315.54832
Switzerland,1982,111711490075.35832
Switzerland,1983,111314328474.10796
Switzerland,1984,106285277141.76279
Switzerland,1985,107766112124.04868
Switzerland,1986,154482372838.95715
Switzerland,1987,193466104144.3133
Switzerland,1988,209298156700.60822
Switzerland,1989,202078703955.0095
Switzerland,1990,258066552980.13245
Switzerland,1991,261113787377.96375
Switzerland,1992,271814366804.15305
Switzerland,1993,264353008121.27774
Switzerland,1994,292646657673.46643
Switzerland,1995,342617007103.59406
Switzerland,1996,330091688349.5146
Switzerland,1997,286519135326.94824
Switzerland,1998,295045152020.9684
Switzerland,1999,289912492344.56134
Switzerland,2000,272055499940.78635
Switzerland,2001,278631271391.32495
Switzerland,2002,301416810214.29486
Switzerland,2003,352914820747.0112
Switzerland,2004,394163688620.8283
Switzerland,2005,408689353999.3575
Switzerland,2006,430921192375.17944
Switzerland,2007,479913034321.89276
Switzerland,2008,554363487120.3029
Trinidad and Tobago,1970,821850000.0
Trinidad and Tobago,1971,896754316.6742619
Trinidad and Tobago,1972,1083381044.0847342
Trinidad and Tobago,1973,1308799458.962842
Trinidad and Tobago,1974,2042031901.4221702
Trinidad and Tobago,1975,2442667573.0482073
Trinidad and Tobago,1976,2500410583.791773
Trinidad and Tobago,1977,3138666666.666667
Trinidad and Tobago,1978,3562333458.3333335
Trinidad and Tobago,1979,4602416625.0
Trinidad and Tobago,1980,6235833333.333334
Trinidad and Tobago,1981,6992083333.333334
Trinidad and Tobago,1982,8140416666.666667
Trinidad and Tobago,1983,7763750000.0
Trinidad and Tobago,1984,7757083333.333334
Trinidad and Tobago,1985,7375918367.346938
Trinidad and Tobago,1986,4794444444.444445
Trinidad and Tobago,1987,4797777777.777778
Trinidad and Tobago,1988,4496852073.468963
Trinidad and Tobago,1989,4323058823.529411
Trinidad and Tobago,1990,5068000000.0
Trinidad and Tobago,1991,5307905882.3529415
Trinidad and Tobago,1992,5439552941.176471
Trinidad and Tobago,1993,4669488516.37981
Trinidad and Tobago,1994,4947205860.014515
Trinidad and Tobago,1995,5329214163.220015
Trinidad and Tobago,1996,5759537726.266007
Trinidad and Tobago,1997,5737751331.6377945
Trinidad and Tobago,1998,6043694330.21609
Trinidad and Tobago,1999,6808982520.757593
Trinidad and Tobago,2000,8154338232.959775
Trinidad and Tobago,2001,8824873259.321054
Trinidad and Tobago,2002,9008273720.933954
Trinidad and Tobago,2003,11305459802.068275
Trinidad and Tobago,2004,13280275123.035402
Trinidad and Tobago,2005,15982282462.378565
Trinidad and Tobago,2006,18369070085.388844
Trinidad and Tobago,2007,21642304045.51201
Trinidad and Tobago,2008,27870257894.23475
Turkmenistan,1970,
Turkmenistan,1971,
Turkmenistan,1972,
Turkmenistan,1973,
Turkmenistan,1974,
Turkmenistan,1975,
Turkmenistan,1976,
Turkmenistan,1977,
Turkmenistan,1978,
Turkmenistan,1979,
Turkmenistan,1980,
Turkmenistan,1981,
Turkmenistan,1982,
Turkmenistan,1983,
Turkmenistan,1984,
Turkmenistan,1985,
Turkmenistan,1986,
Turkmenistan,1987,2331358819.7595434
Turkmenistan,1988,3010982414.244252
Turkmenistan,1989,3006988216.550447
Turkmenistan,1990,3189539641.317105
Turkmenistan,1991,3208098919.0145984
Turkmenistan,1992,3200539816.0600963
Turkmenistan,1993,3179225948.5811377
Turkmenistan,1994,2561118608.3551626
Turkmenistan,1995,2482228439.7140694
Turkmenistan,1996,2379281767.9558015
Turkmenistan,1997,2450084970.2474146
Turkmenistan,1998,2605688065.0833807
Turkmenistan,1999,2450686659.777995
Turkmenistan,2000,2904662604.820529
Turkmenistan,2001,3534771968.5118895
Turkmenistan,2002,4462028988.729486
Turkmenistan,2003,5977440582.801714
Turkmenistan,2004,6838351088.466884
Turkmenistan,2005,8104355716.878403
Turkmenistan,2006,10277598152.424942
Turkmenistan,2007,12664165103.189493
Turkmenistan,2008,19271523178.807945
Ukraine,1970,
Ukraine,1971,
Ukraine,1972,
Ukraine,1973,
Ukraine,1974,
Ukraine,1975,
Ukraine,1976,
Ukraine,1977,
Ukraine,1978,
Ukraine,1979,
Ukraine,1980,
Ukraine,1981,
Ukraine,1982,
Ukraine,1983,
Ukraine,1984,
Ukraine,1985,
Ukraine,1986,
Ukraine,1987,64087694038.233315
Ukraine,1988,74703517902.66425
Ukraine,1989,82709161099.12439
Ukraine,1990,81456918678.50078
Ukraine,1991,77464561149.51027
Ukraine,1992,73942235330.43695
Ukraine,1993,65648559903.05707
Ukraine,1994,52549555149.19778
Ukraine,1995,48213868178.08735
Ukraine,1996,44558077827.13501
Ukraine,1997,50150399791.64705
Ukraine,1998,41883241471.73647
Ukraine,1999,31580639045.45399
Ukraine,2000,31261527363.143963
Ukraine,2001,38009344576.60878
Ukraine,2002,42392896031.23944
Ukraine,2003,50132953288.20297
Ukraine,2004,64883060725.70032
Ukraine,2005,86142018069.3504
Ukraine,2006,107753069306.9307
Ukraine,2007,142719009900.9901
Ukraine,2008,179992405832.32077
United Kingdom,1970,130671946244.30045
United Kingdom,1971,148113896325.13995
United Kingdom,1972,169965034965.03497
United Kingdom,1973,192537971582.55756
United Kingdom,1974,206131369798.97147
United Kingdom,1975,241756637168.14157
United Kingdom,1976,232614555256.0647
United Kingdom,1977,263066457352.17163
United Kingdom,1978,335883029721.95593
United Kingdom,1979,438994070309.19104
United Kingdom,1980,564947710899.3726
United Kingdom,1981,540765675241.1576
United Kingdom,1982,515048916841.3696
United Kingdom,1983,489618008185.53894
United Kingdom,1984,461487097632.349
United Kingdom,1985,489285164271.04724
United Kingdom,1986,601452653180.8854
United Kingdom,1987,745162608269.3251
United Kingdom,1988,910122732123.7993
United Kingdom,1989,926884816753.9268
United Kingdom,1990,1093169389204.5454
United Kingdom,1991,1142797178130.5115
United Kingdom,1992,1179659529659.5298
United Kingdom,1993,1061388722255.549
United Kingdom,1994,1140489745944.2915
United Kingdom,1995,1335218557677.1343
United Kingdom,1996,1408781591263.6506
United Kingdom,1997,1552483628028.8147
United Kingdom,1998,1638511096389.533
United Kingdom,1999,1665623685487.7852
United Kingdom,2000,1647951278559.5398
United Kingdom,2001,1621510004318.411
United Kingdom,2002,1768408273381.295
United Kingdom,2003,2038395102040.8162
United Kingdom,2004,2398555474185.2803
United Kingdom,2005,2520701818181.818
United Kingdom,2006,2692612695492.18
United Kingdom,2007,3074359743897.559
United Kingdom,2008,2890564338235.294
United States of America,1970,1075884000000.0
United States of America,1971,1167770000000.0
United States of America,1972,1282449000000.0
United States of America,1973,1428549000000.0
United States of America,1974,1548825000000.0
United States of America,1975,1688923000000.0
United States of America,1976,1877587000000.0
United States of America,1977,2085951000000.0
United States of America,1978,2356571000000.0
United States of America,1979,2632143000000.0
United States of America,1980,2862505000000.0
United States of America,1981,3210956000000.0
United States of America,1982,3344991000000.0
United States of America,1983,3638137000000.0
United States of America,1984,4040693000000.0
United States of America,1985,4346734000000.0
United States of America,1986,4590155000000.0
United States of America,1987,4870217000000.0
United States of America,1988,5252629000000.0
United States of America,1989,5657693000000.0
United States of America,1990,5979589000000.0
United States of America,1991,6174043000000.0
United States of America,1992,6539299000000.0
United States of America,1993,6878718000000.0
United States of America,1994,7308755000000.0
United States of America,1995,7664060000000.0
United States of America,1996,8100201000000.0
United States of America,1997,8608515000000.0
United States of America,1998,9089168000000.0
United States of America,1999,9660624000000.0
United States of America,2000,10284779000000.0
United States of America,2001,10621824000000.0
United States of America,2002,10977514000000.0
United States of America,2003,11510670000000.0
United States of America,2004,12274928000000.0
United States of America,2005,13093726000000.0
United States of America,2006,13855888000000.0
United States of America,2007,14477635000000.0
United States of America,2008,14718582000000.0
Uruguay,1970,2137096774.1935482
Uruguay,1971,2807258064.516129
Uruguay,1972,2189418001.378983
Uruguay,1973,3964295672.524444
Uruguay,1974,4090209681.9717207
Uruguay,1975,3538283322.07726
Uruguay,1976,3667161241.4837246
Uruguay,1977,4114667062.6491656
Uruguay,1978,4910257282.931534
Uruguay,1979,7181185277.98651
Uruguay,1980,10163020115.734362
Uruguay,1981,11048335541.493334
Uruguay,1982,9178802162.661604
Uruguay,1983,5102281255.999861
Uruguay,1984,4850241442.176433
Uruguay,1985,4732017873.383685
Uruguay,1986,5880112788.4094715
Uruguay,1987,7367494080.400138
Uruguay,1988,8213515458.511386
Uruguay,1989,8438951476.066442
Uruguay,1990,9298839655.231384
Uruguay,1991,11206193313.045807
Uruguay,1992,12878157305.748129
Uruguay,1993,15002144584.366255
Uruguay,1994,17474578502.434616
Uruguay,1995,19297663096.550636
Uruguay,1996,20515465834.068214
Uruguay,1997,23969746849.922104
Uruguay,1998,25385928198.32122
Uruguay,1999,23983945190.62023
Uruguay,2000,22823255801.84469
Uruguay,2001,20898788416.634758
Uruguay,2002,13606494599.426071
Uruguay,2003,12045631092.535282
Uruguay,2004,13686329890.119078
Uruguay,2005,17362857683.85447
Uruguay,2006,19579457966.053818
Uruguay,2007,23410572621.532955
Uruguay,2008,30366213095.42562
Uzbekistan,1970,
Uzbekistan,1971,
Uzbekistan,1972,
Uzbekistan,1973,
Uzbekistan,1974,
Uzbekistan,1975,
Uzbekistan,1976,
Uzbekistan,1977,
Uzbekistan,1978,
Uzbekistan,1979,
Uzbekistan,1980,
Uzbekistan,1981,
Uzbekistan,1982,
Uzbekistan,1983,
Uzbekistan,1984,
Uzbekistan,1985,
Uzbekistan,1986,
Uzbekistan,1987,
Uzbekistan,1988,
Uzbekistan,1989,
Uzbekistan,1990,13360607990.675097
Uzbekistan,1991,13677622222.222223
Uzbekistan,1992,12941297376.093296
Uzbekistan,1993,13099013835.511147
Uzbekistan,1994,12899156990.615555
Uzbekistan,1995,13350468917.411453
Uzbekistan,1996,13948892215.568863
Uzbekistan,1997,14744603773.584906
Uzbekistan,1998,14988971210.838272
Uzbekistan,1999,17078465982.028242
Uzbekistan,2000,13760374487.510038
Uzbekistan,2001,11401351420.171762
Uzbekistan,2002,9687951055.225414
Uzbekistan,2003,10128112401.424835
Uzbekistan,2004,12030023547.88069
Uzbekistan,2005,14307509838.805326
Uzbekistan,2006,17330833852.918976
Uzbekistan,2007,22311393927.88172
Uzbekistan,2008,29549438883.83379
Venezuela,1970,12848755555.555557
Venezuela,1971,14625295454.545454
Venezuela,1972,15922863636.363632
Venezuela,1973,19466279069.76744
Venezuela,1974,28985627906.976746
Venezuela,1975,31303581395.34884
Venezuela,1976,36187023255.81395
Venezuela,1977,42263209302.325584
Venezuela,1978,46426511627.906975
Venezuela,1979,55653325581.39535
Venezuela,1980,67018023255.81396
Venezuela,1981,75367139534.88373
Venezuela,1982,76559883720.93024
Venezuela,1983,78540255813.95349
Venezuela,1984,56091900000.0
Venezuela,1985,57935746666.666664
Venezuela,1986,58793864197.53087
Venezuela,1987,45343793103.44827
Venezuela,1988,58428406896.55172
Venezuela,1989,42119835734.870316
Venezuela,1990,47028010660.98081
Venezuela,1991,51749026408.45071
Venezuela,1992,58450099415.20468
Venezuela,1993,58124193832.59911
Venezuela,1994,56531046464.64647
Venezuela,1995,74906532239.819
Venezuela,1996,68263823148.813805
Venezuela,1997,85843534588.62056
Venezuela,1998,91331203433.16289
Venezuela,1999,97976886247.31715
Venezuela,2000,117140723529.41176
Venezuela,2001,122903960204.50462
Venezuela,2002,92893587733.65492
Venezuela,2003,83620628582.10815
Venezuela,2004,112453382329.61455
Venezuela,2005,145510008134.74976
Venezuela,2006,183477522123.89383
Venezuela,2007,230364012575.687
Venezuela,2008,315953388510.6779
